Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Kenny Drew,I Could Write A Book,32.0,0.61,0.219,7.0,-14.668,0,0.0464,0.935,0.447,0.0825,0.587,148.284,4.675333333,4,7
AURORA,Runaway,89.0,0.422,0.302,11.0,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827.0,4,6
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),53.0,0.344,0.921,2.0,-3.049,1,0.0459,0.00143,1.13e-05,0.38,0.396,126.766,235693.0,4,10
Suzi Quatro,Suicide - 2017 Remaster,34.0,0.634,0.365,2.0,-12.698,1,0.0321,0.0212,0.00631,0.284,0.344,114.928,247169.0,4,10
The Buggles,Video Killed The Radio Star,71.0,0.68,0.678,1.0,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,252773.0,4,9
"Anuradha Paudwal, Udit Narayan",Mujhe Neend Na Aaye,45.0,0.489,0.669,11.0,-10.788,0,0.0511,0.819,0.0206,0.281,0.713,149.928,6.226216667,4,3
Akolo,Why Not?,18.0,0.701,0.731,7.0,-9.593,1,0.0809,0.00708,0.139,0.747,0.669,109.905,213818.0,4,2
Aerosmith,Angel,62.0,0.239,0.819,3.0,-3.583,1,0.0393,0.304,,0.0855,0.439,171.449,5.14845,4,10
Billy Idol,Rebel Yell,72.0,0.53,0.864,4.0,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533.0,4,10
'68,Bad Bite,36.0,0.558,0.977,1.0,-5.082,1,0.211,0.000618,0.0013,0.316,0.473,167.984,190031.0,4,6
Kurt Vile,Pretty Pimpin,63.0,0.566,0.663,8.0,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,298760.0,4,1
Talking Heads,(Nothing But) Flowers,45.0,0.603,0.848,4.0,-5.364,0,0.0423,0.0628,0.000133,0.211,0.897,120.764,333000.0,4,10
BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),73.0,0.784,0.539,7.0,-8.938,0,0.274,0.0818,,0.106,0.576,149.059,202560.0,4,1
Zonderling,Lifetime - Acoustic Version,55.0,0.726,0.223,7.0,-12.551,1,0.0324,0.919,4.34e-06,0.121,0.661,94.034,187584.0,4,9
Cool Sounds,Hula Hoop Group,38.0,0.622,0.547,,-9.406,1,0.031,0.636,0.635,0.261,0.444,89.995,231084.0,4,6
Rachel Silver,Shiny Stockings,43.0,0.738,0.227,7.0,-13.748,1,0.0302,0.865,0.102,0.145,0.276,102.265,4.288483333,4,7
Alexandra Spence,Tidewater I,10.0,0.224,0.136,9.0,-21.091,1,0.0902,0.797,0.859,0.357,0.0323,67.115,679647.0,4,6
Sleep,Dragonaut,53.0,0.352,0.65,5.0,-13.169,1,0.0415,0.00254,0.286,0.174,0.464,123.607,343160.0,4,8
Jinjer,Outlander,46.0,0.506,0.974,1.0,-1.906,1,0.182,5.91e-05,3.85e-06,0.193,0.183,110.219,236027.0,3,8
Ava Max,My Head & My Heart,88.0,0.614,0.934,9.0,-3.709,0,0.07,0.0697,,0.121,0.436,116.001,174760.0,4,9
Atomic,Konrads Hopp Om Livet,,0.456,0.544,7.0,-8.923,1,0.0795,0.357,0.771,0.145,0.404,120.438,9.81755,4,7
Quinn XCII,"Hey, Goodbye",61.0,0.787,0.411,1.0,-6.632,0,0.109,0.0837,,0.0577,0.44,179.95,183973.0,4,9
Peled,◊î◊¢◊ï◊ú◊ù ◊©◊ú◊ô,32.0,0.708,0.69,9.0,-6.581,0,0.0604,0.0112,,0.15,0.354,162.076,225267.0,4,5
Flotsam & Jetsam,Brace for Impact,,0.368,0.993,11.0,-5.161,1,0.0952,9.66e-06,0.000996,0.256,0.251,175.031,273747.0,4,8
Brianna Harness,I Won't Bitch,43.0,0.743,0.341,4.0,-8.072,0,0.0347,0.871,,0.122,0.549,117.813,206186.0,4,2
Afterglow,Breathe In,32.0,0.438,0.947,6.0,-3.809,0,0.0551,1.02e-05,0.000711,0.157,0.314,82.511,243631.0,4,8
Wristwatch,Husky,38.0,0.507,0.44,11.0,-8.975,1,0.043,0.356,0.829,0.103,0.416,169.474,3.9906,4,0
Eliza & The Delusionals,Just Exist,36.0,0.542,0.872,9.0,-2.553,1,0.0402,0.0495,9.81e-05,0.0823,0.311,137.976,237086.0,4,6
The Temper Trap,Sweet Disposition,70.0,0.542,0.813,2.0,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,234360.0,4,6
◊û◊ê◊ô◊õ◊ï,◊õ◊û◊î ◊õ◊°◊£ ◊ê◊ô◊ü ◊ú◊ô,15.0,0.759,0.587,7.0,-8.81,0,0.0772,0.0437,3.94e-06,0.342,0.559,148.539,124054.0,3,5
Wretch 32,Ina Di Ghetto (feat. Badness & Ghetto),36.0,0.476,0.747,2.0,-5.768,1,0.25,0.00753,,0.173,0.122,140.268,234806.0,4,5
Drive Away With You,Jill Andrews,34.0,0.521,0.51,2.0,-8.141,1,0.0296,0.0179,4.5e-06,0.292,0.319,125.911,4.306216667,4,0
Larkin Poe,Fly Away,36.0,0.491,0.43,10.0,-5.927,1,0.0262,0.824,0.000216,0.0674,0.424,80.594,210989.0,4,10
Lindsay Beaver,You Hurt Me,24.0,0.295,0.674,2.0,-4.567,0,0.038,0.354,5.55e-05,0.171,0.646,184.699,223107.0,3,2
"Kaushiki Chakraborty, Ricky Kej",Rangi Saari Gulabi Chunariya,17.0,0.71,0.418,3.0,-10.428,1,0.0439,0.479,,0.111,0.126,131.994,6.682616667,3,0
Bicep,Siena,55.0,0.754,0.679,2.0,-8.216,1,0.0448,0.00465,0.93,0.0169,0.387,127.014,242928.0,4,6
Echo & the Bunnymen,Seven Seas,42.0,0.556,0.829,,-5.123,1,0.0373,0.105,7.22e-05,0.29,0.793,134.382,3.3231,4,10
Tan Cologne,Cave Vaults on the Moon in New Mexico,20.0,0.343,0.372,8.0,-12.89,0,0.0334,0.647,0.938,0.0754,0.219,135.454,265333.0,3,6
Lily Allen,Smile,68.0,0.632,0.639,5.0,-5.938,1,0.0259,0.00143,,0.221,0.733,95.506,196893.0,4,9
Genesis,That's All - 2007 Remaster,62.0,0.579,0.669,4.0,-8.704,0,0.0326,0.253,0.0257,0.0911,0.798,175.181,266173.0,4,10
Meena,Tell Me,33.0,0.556,0.253,9.0,-12.391,1,0.0286,0.882,0.00939,0.104,0.21,152.783,295747.0,3,2
John Oates,Pallet Soft and Low (Live),20.0,0.392,0.762,2.0,-8.896,1,0.0382,0.0123,0.225,0.689,0.309,78.152,509608.0,4,2
Sleep Token,The Night Does Not Belong To God,45.0,0.415,0.522,8.0,-8.563,1,0.032,0.84,0.103,0.11,0.145,152.92,303507.0,4,10
Deep Purple,Smoke on the Water,64.0,0.632,0.586,,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,5.70288333,4,10
Passenger,Let Her Go,74.0,0.509,0.538,7.0,-7.335,1,0.0572,0.385,,0.104,0.244,75.089,252867.0,4,9
311,Sever,41.0,0.553,0.901,,-6.202,1,0.0454,0.0103,0.00312,0.0571,0.617,106.943,283027.0,4,10
Northlane,Crash & Burn,53.0,0.227,0.861,8.0,-3.997,1,0.0628,0.000218,6.23e-06,0.155,0.143,74.824,246400.0,1,10
Distant Axis,Matt Berninger,42.0,0.614,0.465,2.0,-10.248,1,0.0282,0.48,0.914,0.098,0.103,120.0,4.419333333,4,0
Kayzo,Lifeline,49.0,0.442,0.958,5.0,-1.841,0,0.0848,0.0252,3.46e-06,0.259,0.304,149.884,246400.0,4,10
Dean Lewis,Chemicals - Acoustic,50.0,0.446,0.239,6.0,-11.092,1,0.0435,0.942,4.16e-05,0.11,0.575,75.54,3.91293333,4,0
Bravo the Bagchaser,Stay Dangerous,50.0,0.859,0.474,11.0,-8.294,1,0.368,0.0425,,0.107,0.697,98.0,225885.0,4,5
The Teskey Brothers,So Caught Up,51.0,0.744,0.693,4.0,-6.563,0,0.0261,0.293,0.00056,0.305,0.896,99.048,228553.0,4,10
Skegss,Up In The Clouds,51.0,0.553,0.64,,-9.246,1,0.0288,0.0109,,0.205,0.478,104.989,149623.0,4,10
AJ Tracey,Anxious,67.0,0.901,0.63,9.0,-6.499,0,0.351,0.107,,0.1,0.796,86.003,161000.0,4,5
Wheel,Wheel,53.0,0.807,0.189,8.0,-13.873,1,0.0454,0.694,,0.0828,0.645,84.763,108000.0,4,8
Genesis,Throwing It All Away - Remastered 2007,53.0,0.365,0.605,6.0,-7.236,1,0.0264,0.143,0.00459,0.07,0.317,83.761,231400.0,4,10
Bruce Springsteen,Born in the U.S.A.,75.0,0.398,0.952,4.0,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4.64466667,4,10
Radiohead,No Surprises,73.0,0.255,0.393,5.0,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120.0,4,10
Kero Kero Bonito,21/04/20,48.0,0.678,0.702,,-5.448,1,0.0258,0.034,0.00147,0.0787,0.613,106.028,182075.0,4,1
Fear No Empire,Revolt,31.0,0.488,0.99,6.0,-2.874,1,0.219,0.00494,,0.127,0.169,160.089,154962.0,4,6
Christian Lopez,Swim the River,43.0,0.344,0.816,4.0,-6.724,1,0.0755,0.0187,,0.234,0.418,200.166,2.93245,4,0
Spiritbox,Circle With Me,65.0,0.422,0.874,8.0,-4.606,0,0.0534,0.000166,0.231,0.143,0.392,102.743,233880.0,4,10
Eddie Harper,God Bless The Child,53.0,0.542,0.199,,-14.442,0,0.0446,0.968,0.79,0.121,0.252,117.259,4.278616667,4,7
KISS,I Was Made For Lovin' You,79.0,0.768,0.852,4.0,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240.0,4,8
Nation of Language,The Wall & I,46.0,0.558,0.876,6.0,-5.625,1,0.0288,0.0244,0.293,0.0971,0.448,141.995,304714.0,4,6
Maja Lena,Avalanche,49.0,0.415,0.355,6.0,-10.494,0,0.0316,0.985,0.0932,0.103,0.36,113.993,179307.0,4,1
Inter Arma,Citadel,26.0,0.247,0.897,,-6.048,1,0.0498,0.000279,0.823,0.368,0.249,147.499,400717.0,4,8
Miri Mesika,◊ê◊ù ◊ñ◊ê◊™ ◊î◊ê◊î◊ë◊î ◊©◊ú◊ö,18.0,0.561,0.801,6.0,-4.706,0,0.0847,0.135,5.13e-05,0.0351,0.281,134.921,222800.0,4,9
Sunny War,Age of a Man,39.0,0.655,0.508,3.0,-6.048,1,0.0295,0.273,0.000451,0.0871,0.361,145.043,219253.0,4,2
Volbeat,Our Loved Ones,49.0,0.438,0.798,7.0,-5.453,0,0.0299,0.000129,0.000383,0.251,0.308,149.981,290547.0,4,8
Mr. Oizo,Jo,39.0,0.798,0.866,1.0,-4.532,1,0.153,0.0191,0.415,0.703,0.513,119.546,136787.0,4,6
Arctic Monkeys,Fake Tales Of San Francisco,63.0,0.454,0.778,9.0,-4.225,1,0.0449,0.00998,,0.0427,0.704,127.158,177947.0,4,6
Hannah Sands,Happy Girl,36.0,0.719,0.298,6.0,-15.255,0,0.272,0.551,,0.375,0.437,88.023,185455.0,4,6
Twin Wild,Willow Tree,47.0,0.457,0.887,8.0,-4.138,1,0.0533,0.000186,,0.11,0.221,95.015,199413.0,4,10
flora cash,Soul Mate,59.0,0.429,0.371,1.0,-11.803,1,0.0351,0.768,0.00181,0.119,0.305,129.842,237781.0,4,9
Marika Hackman,Drown,40.0,0.287,0.243,7.0,-15.119,1,0.0341,0.867,0.283,0.114,0.0383,117.886,231671.0,4,6
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster,63.0,0.451,0.364,9.0,-13.126,1,0.0436,0.469,,0.197,0.298,154.206,444053.0,4,10
Russ Millions,Body,85.0,0.889,0.705,11.0,-8.683,0,0.392,0.389,1.04e-05,0.0692,0.815,141.069,183830.0,4,5
AC/DC,Demon Fire,64.0,0.521,0.881,9.0,-5.309,1,0.0387,4.93e-06,0.0114,0.141,0.564,160.026,210360.0,4,8
Terakaft,Tenere wer tat zinchegh,18.0,0.568,0.574,2.0,-6.05,1,0.0252,0.858,0.168,0.11,0.388,93.031,288320.0,4,2
Arch Enemy,War Eternal,58.0,0.445,0.98,5.0,-4.369,0,0.0731,2.45e-05,0.163,0.129,0.285,155.045,256053.0,4,8
Arctic Monkeys,Why'd You Only Call Me When You're High?,62.0,0.691,0.631,2.0,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,2.6854,4,9
Adrianwave,Start It!,29.0,0.895,0.839,10.0,-8.581,0,0.458,0.00272,0.0989,0.0933,0.709,125.025,232320.0,4,6
"Clean Bandit, Topic, Wes Nelson",Drive (feat. Wes Nelson),66.0,0.81,0.571,10.0,-7.189,0,0.085,0.0624,1.63e-06,0.094,0.771,125.994,2.98958333,4,9
Lilly Hiatt,Trinity Lane,35.0,0.578,0.811,10.0,-6.228,0,0.027,0.144,0.0054,0.113,0.752,145.056,233922.0,4,10
John K,ilym (feat. ROSIE),63.0,0.261,0.277,1.0,-8.143,0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,236082.0,3,9
Hot Hot Heat,Bandages,53.0,0.376,0.947,4.0,-3.778,0,0.0902,0.00757,,0.107,0.859,150.212,212333.0,4,6
Lonnie Brooks,Family Curse,9.0,0.754,0.505,6.0,-14.6,0,0.0331,0.242,0.00915,0.058,0.925,102.586,277293.0,4,2
Shalom Hanoch,◊ò◊ô◊ï◊ú ◊ú◊ô◊§◊ï,24.0,0.814,0.462,6.0,-11.762,1,0.0322,0.646,0.00033,0.0919,0.411,121.674,614040.0,4,10
Lukas Nelson and Promise of the Real,Perennial Bloom (Back To You),51.0,0.468,0.815,9.0,-5.485,1,0.0337,0.000527,,0.33,0.492,125.867,196960.0,4,1
"Lata Mangeshkar, Usha Mangeshkar, S. P. Balasubrahmanyam, Shailendra Singh",Aaya Mausam Dosti Ka,22.0,0.527,0.488,8.0,-9.092,1,0.0355,0.873,0.000516,0.119,0.75,103.235,6.783333333,4,3
Tomorrows Bad Seeds,Bad Seeds,43.0,0.758,0.565,7.0,-7.74,1,0.237,0.0658,,0.218,0.446,164.029,166400.0,4,10
Death In Vegas,Aladdin's Story,29.0,0.532,0.542,,-7.565,1,0.0256,0.0204,0.657,0.253,0.674,81.985,284200.0,4,6
Sparks,This Town Ain't Big Enough For Both Of Us,37.0,0.462,0.703,2.0,-12.691,1,0.0663,0.358,0.000477,0.332,0.691,129.821,185827.0,4,1
Big Thief,Shark Smile - Edit,59.0,0.688,0.737,6.0,-9.31,0,0.0678,0.0769,0.641,0.114,0.666,131.042,194760.0,4,6
Ravi,Mandinka King,33.0,0.267,0.178,6.0,-19.545,1,0.0366,0.973,0.964,0.0971,0.418,78.927,5.13155,4,7
JJ Wilde,Off The Rails,46.0,0.631,0.645,2.0,-5.641,1,0.0371,0.0602,0.000368,0.0491,0.505,96.935,175361.0,4,10
Kris Barras Band,Ignite (Light It Up),37.0,0.604,0.818,6.0,-6.083,1,0.0379,0.00335,0.00103,0.0411,0.697,102.993,196104.0,4,10
Madi Diaz,"New Person, Old Place",51.0,0.603,0.443,,-7.73,1,0.0288,0.533,2.24e-06,0.097,0.421,134.891,246227.0,4,1
Octopus Montage,Voices,44.0,0.478,0.969,7.0,-2.722,1,0.0618,2.06e-05,2.1e-05,0.334,0.376,150.007,255400.0,4,8
Courtney Barnett,Avant Gardener,51.0,0.443,0.737,,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227.0,4,6
Toots & The Maytals,54-46 Was My Number,58.0,0.685,0.36,,-9.572,1,0.0568,0.18,,0.112,0.597,160.448,204027.0,4,10
U.K.,In The Dead Of Night,36.0,0.519,0.604,4.0,-11.011,0,0.0581,0.218,5.66e-05,0.222,0.768,153.644,334040.0,1,10
The Searchers,Needles and Pins - Mono,56.0,0.565,0.953,9.0,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,2.18933333,4,10
The Five Stairsteps,O-o-h Child,65.0,0.488,0.754,5.0,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,197160.0,4,5
Ihsahn,Spectre At The Feast,39.0,0.392,0.751,4.0,-5.544,0,0.0347,0.000213,0.0103,0.303,0.375,179.899,258800.0,4,8
The Clash,I Fought the Law,63.0,0.526,0.9,2.0,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,163240.0,4,10
Shlomo Artzi,◊ê◊™ ◊ï◊ê◊†◊ô,32.0,0.343,0.739,6.0,-5.478,1,0.0714,0.474,,0.0574,0.687,141.89,166187.0,4,10
Viagra Boys,Down in the Basement,41.0,0.532,0.943,7.0,-3.033,1,0.0925,6.13e-05,0.489,0.0717,0.759,134.676,216284.0,4,6
Curtis Harding,Hopeful,34.0,0.51,0.778,7.0,-5.23,0,0.0338,0.38,0.0445,0.0724,0.695,79.984,316360.0,4,9
DevilDriver,Sail,43.0,0.455,0.965,3.0,-4.24,0,0.0826,0.000676,0.00784,0.226,0.155,119.04,246480.0,4,8
Chip Tha Ripper,Interior Crocodile Alligator,49.0,0.742,0.727,1.0,-6.914,1,0.487,0.0136,,0.259,0.774,178.401,110253.0,4,9
Kitsune,A Place To Be Safe,32.0,0.339,0.903,7.0,-7.264,0,0.0794,0.000298,0.00681,0.109,0.318,113.436,220235.0,5,10
Bryan Adams,Here I Am - End Title,59.0,0.581,0.777,8.0,-7.122,1,0.0296,0.0078,4.04e-05,0.0891,0.162,98.963,284067.0,4,10
Maya,Feel It,6.0,0.564,0.597,2.0,-9.464,1,0.0399,0.0759,0.0616,0.106,0.232,120.061,9.184883333,4,0
XYZ,When I Find Love,35.0,0.356,0.772,11.0,-8.575,1,0.0437,0.000491,0.000241,0.0647,0.271,184.719,257133.0,4,10
Greg Koch,Sweet Tea,24.0,0.417,0.51,,-6.988,1,0.0354,0.0137,0.799,0.159,0.334,155.954,599678.0,3,2
Cautious Clay,Wildfire,60.0,0.564,0.352,9.0,-10.788,1,0.0321,0.673,0.000213,0.449,0.415,85.013,151913.0,4,6
The Cure,Play For Today,51.0,0.458,0.731,11.0,-12.049,0,0.145,0.0487,0.0215,0.116,0.784,80.425,218960.0,4,6
IMMERSE,With You,41.0,0.448,0.526,4.0,-8.513,0,0.0292,0.0069,0.139,0.208,0.119,100.007,186503.0,4,8
Jon Pardi,Head Over Boots,72.0,0.563,0.688,7.0,-4.474,1,0.0262,0.0763,,0.0863,0.622,108.008,3.37245,4,4
Bon Jovi,99 In The Shade,33.0,0.366,0.979,5.0,-4.383,1,0.0518,0.00332,,0.386,0.716,146.519,269893.0,4,10
Herman Brood & His Wild Romance,Hot Shot,21.0,0.45,0.923,2.0,-7.518,1,0.102,0.0473,0.0882,0.325,0.529,185.989,210200.0,4,1
Iceage,Lockdown Blues,35.0,0.258,0.852,6.0,-4.439,1,0.0739,0.000697,2.99e-05,0.182,0.489,112.116,236985.0,3,6
Walking On Cars,As We Fly South,37.0,0.529,0.523,3.0,-6.925,1,0.0288,0.222,1.18e-06,0.0981,0.503,89.921,231620.0,4,10
Itay Levi,Nyc,33.0,0.791,0.542,10.0,-8.668,0,0.0893,0.447,,0.187,0.529,124.012,192000.0,4,9
Durukan Betses,√áakal,18.0,0.709,0.679,4.0,-7.576,0,0.033,0.000244,0.209,0.222,0.308,109.963,245375.0,4,10
42 Dugg,4 Da Gang (with Roddy Ricch),82.0,0.871,0.545,7.0,-10.489,1,0.189,0.0143,,0.148,0.722,100.482,155720.0,4,5
White Denim,It Might Get Dark,40.0,0.441,0.752,7.0,-5.757,1,0.132,0.035,0.000553,0.0902,0.492,140.239,216920.0,4,1
Barns Courtney,Little Boy,47.0,0.654,0.621,11.0,-8.555,1,0.0328,0.384,4.06e-06,0.119,0.41,113.955,233448.0,4,9
Yuto Kanazawa,Sabor a Mí,40.0,0.435,0.0768,7.0,-23.67,1,0.0443,0.991,0.946,0.0815,0.264,75.006,1.88125,4,7
Wyvern Lingo,Passionfruit,,0.577,0.306,8.0,-10.694,0,0.0592,0.547,2.88e-06,0.109,0.117,103.065,3.53845,4,0
Jaishree Shivram,Ishq Hai Ishq Hai,33.0,0.434,0.787,4.0,-6.28,0,0.085,0.791,1.57e-05,0.118,0.586,78.033,5.538666667,4,3
Gorgeous Bully,I Can See,31.0,0.353,0.725,2.0,-10.131,1,0.0422,0.00681,0.101,0.0289,0.402,82.831,182169.0,4,6
James Arthur,September,77.0,0.641,0.551,9.0,-6.165,1,0.0532,0.147,,0.12,0.417,102.912,3.68151667,4,9
Bea Anderson,Shrugs,30.0,0.559,0.504,6.0,-6.686,0,0.333,0.577,,0.216,0.675,126.655,185025.0,5,9
Band Of Skulls,Nightmares,24.0,0.413,0.861,11.0,-6.259,0,0.0333,0.00735,0.00486,0.306,0.477,126.343,251429.0,4,6
Medicine,Time Baby III,40.0,0.36,0.701,,-6.347,1,0.0267,0.0215,9.19e-06,0.134,0.725,172.043,231226.0,3,10
Velvet Revolver,Slither,66.0,0.478,0.974,7.0,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307.0,4,1
The Slits,I Heard It Through The Grapevine,52.0,0.714,0.665,11.0,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,238720.0,4,6
The Blues Preachers,Pay Day,37.0,0.629,0.678,9.0,-5.839,1,0.0279,0.54,5.37e-05,0.122,0.0635,90.049,250667.0,4,2
The Fratellis,Chelsea Dagger,56.0,0.51,0.818,7.0,-3.205,1,0.157,0.0439,,0.0801,0.574,154.561,202617.0,4,1
Bombay Bandook,Tilak,34.0,0.466,0.69,4.0,-7.007,1,0.0351,0.529,0.0597,0.102,0.385,134.899,5.988183333,3,0
Sweet Misery,Tré Burt,53.0,0.614,0.546,2.0,-6.858,1,0.0296,0.625,2.38e-06,0.0957,0.435,87.353,3.155483333,4,0
PLASMAS,Always,22.0,0.461,0.862,2.0,-6.821,1,0.0309,2.28e-05,0.00202,0.172,0.555,140.012,273509.0,4,6
Wilderado,Head Right,45.0,0.54,0.811,5.0,-3.534,1,0.0315,0.00519,,0.127,0.677,145.009,197738.0,4,1
Seefeel,Polyfusion,35.0,0.458,0.701,9.0,-12.004,1,0.0355,9.18e-05,0.906,0.465,0.721,141.631,383827.0,4,6
Duke Pearson,Ready Rudy?,30.0,0.534,0.449,5.0,-9.1,1,0.0363,0.779,0.000833,0.147,0.607,81.065,358747.0,4,2
Hacktivist,Reprogram,42.0,0.523,0.983,,-3.421,1,0.196,0.00124,3.14e-06,0.0728,0.404,139.017,272121.0,4,10
Oasis,Hello,50.0,0.162,0.947,9.0,-3.174,0,0.113,0.0142,0.0446,0.166,0.0563,132.31,203187.0,4,10
Why Bonnie,Athlete,24.0,0.539,0.578,4.0,-8.522,1,0.0278,0.0987,0.000923,0.28,0.353,102.03,191890.0,4,1
Billy Childs,It Never Entered My Mind,40.0,0.521,0.0774,5.0,-23.987,0,0.0418,0.941,0.926,0.118,0.183,120.755,5.20245,4,7
Okta Logue,Runway Markings,37.0,0.481,0.616,,-9.93,0,0.032,0.132,0.0286,0.0948,0.416,150.023,385907.0,4,6
"Tim McGraw, Faith Hill",It's Your Love,53.0,0.474,0.528,7.0,-8.588,1,0.0276,0.526,,0.109,0.364,144.366,3.788883333,4,4
Tom Robinson Band,2-4-6-8 Motorway,53.0,0.672,0.706,9.0,-5.551,1,0.0779,0.0578,7.43e-05,0.0595,0.658,124.782,197933.0,4,1
Softspoken,The Road,37.0,0.417,0.932,5.0,-4.096,0,0.0579,0.000221,9.12e-05,0.412,0.184,79.998,226600.0,4,10
Great Grandpa,Bloom,37.0,0.236,0.485,10.0,-8.975,1,0.0288,0.234,0.071,0.11,0.123,97.577,262200.0,4,1
chloe moriondo,Bugbear,59.0,0.634,0.514,10.0,-10.115,1,0.0836,0.189,,0.123,0.639,99.979,173600.0,4,6
Skrillex,Too Bizarre (with Swae Lee & Siiickbrain),68.0,0.666,0.723,6.0,-5.104,0,0.0449,0.0151,0.000592,0.057,0.546,159.962,158733.0,4,10
DARKSIDE,Paper Trails,55.0,0.947,0.419,8.0,-13.043,0,0.0578,0.778,0.914,0.121,0.362,113.236,289841.0,4,2
Parquet Courts,Borrowed Time,35.0,0.407,0.738,,-7.249,1,0.0309,0.0303,0.83,0.574,0.821,92.334,152049.0,4,1
The Adverts,Gary Gilmore's Eyes,39.0,0.421,0.598,4.0,-6.078,0,0.0487,0.0349,4.8e-06,0.416,0.778,157.927,136960.0,4,6
Marina Maximilian,Easy Life - Remix by Assaf Amdursky,21.0,0.403,0.579,5.0,-8.123,0,0.0388,0.128,0.0219,0.096,0.236,100.019,209400.0,4,9
Mississippi Fred McDowell,Good Morning Little Schoolgirl,41.0,0.502,0.433,8.0,-14.619,0,0.0339,0.668,0.002,0.167,0.566,103.467,201600.0,4,2
Yehudit Ravitz,◊°◊ú◊ô◊ó◊ï◊™,29.0,0.373,0.174,9.0,-14.733,0,0.0302,0.868,,0.195,0.514,99.799,225000.0,3,10
"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,92.0,0.824,0.862,2.0,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,2.81921667,4,9
Shura,obsession,39.0,0.701,0.665,,-8.584,1,0.229,0.814,0.0112,0.109,0.754,167.795,211871.0,4,6
Miloe,Winona,54.0,0.65,0.621,5.0,-6.6,1,0.0262,0.0651,0.168,0.107,0.76,106.005,145187.0,4,6
Calvin Harris,Acceptable in the 80's - Tom Neville Remix,10.0,0.767,0.838,6.0,-5.51,0,0.077,0.000951,0.408,0.0406,0.781,125.985,431973.0,4,1
Biffy Clyro,End Of,42.0,0.474,0.956,2.0,-4.442,0,0.0809,0.00124,0.000597,0.114,0.589,168.148,277427.0,3,1
Layto,Hate Me,,0.688,0.779,5.0,-5.988,1,0.0406,0.0221,,0.08,0.505,133.97,168500.0,4,1
Ehud Banai,◊î◊õ◊ï◊õ◊ë ◊©◊ú ◊û◊ó◊ï◊ñ ◊í◊ï◊© ◊ì◊ü,35.0,0.689,0.749,5.0,-6.492,1,0.029,0.256,,0.214,0.922,92.028,179827.0,4,10
Body Count,Point the Finger (feat. Riley Gale),33.0,0.447,0.981,10.0,-1.641,0,0.151,2.45e-05,3.08e-05,0.343,0.316,76.466,158680.0,4,10
Menta,Ocho Domingos,29.0,0.447,0.81,2.0,-4.246,1,0.0379,0.000376,2.42e-05,0.184,0.326,155.921,154761.0,4,6
Wild Child,Back & Forth,47.0,0.749,0.699,5.0,-7.193,0,0.0469,0.0694,,0.124,0.641,123.965,211360.0,4,9
Here Comes The Light,Jamie Drake,33.0,0.706,0.535,9.0,-9.643,1,0.0347,0.139,0.00146,0.309,0.687,116.001,3.7875,3,0
Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",82.0,0.904,0.723,11.0,-5.224,0,0.26,0.0631,,0.185,0.835,145.013,227478.0,4,9
Deep Purple,Sail Away - Remastered 2007,45.0,0.576,0.753,9.0,-6.452,0,0.023,0.0506,,0.348,0.86,95.765,352293.0,4,10
Lord Huron,Mine Forever,7.0,0.569,0.761,,-5.508,1,0.0292,0.312,0.303,0.274,0.391,122.965,288283.0,4,9
Marie Byrd Land Band,Catatumbo Lightnings,32.0,0.424,0.924,7.0,-9.315,1,0.036,0.013,0.00445,0.106,0.906,160.004,255000.0,4,10
The National Parks,Lover,46.0,0.673,0.357,7.0,-7.087,1,0.0288,0.434,1.37e-05,0.313,0.547,107.984,2.72236667,3,0
Maddie Medley,Buzz,46.0,0.51,0.385,8.0,-8.546,1,0.0298,0.312,0.0369,0.108,0.115,173.945,261476.0,4,6
